pmcid,pmid,month,year,title,journal,refs,spm,afni,nilearn,fsl,esearch_url,efetch_url,elink_url,pm_pmc_cnvrt_urls
3062602,21392373,3,2011,Numeric aspects in pitch identification: an fMRI study,BMC Neuroscience,"[3062602, 6873323, 6872018, 6871450, 6871331, 6871020, 6870899, 6870800, 6741275, 6725257, 6666032, 6577137, 2792188, 1865116, 1450233, 1255733, 1088516, 59809, 19714]",7,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+%28fMRI[Title/Abstract]+OR+%22functional+magnetic+resonance+imaging%22[Title/Abstract]+OR+%22functional+MRI%22[Title/Abstract]%28+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3062602&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_19482365_130.14.18.48_9001_1591299928_1977614793_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pmc&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pmc_pmc_cites&id=3062602,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31182868,30892654,30452442,30375107,30169831,29491454,29480872,29467495,29385142,29335643,29213104,29089542,29025134,28900231,28720776,28422990,27835631,27284693,27195523,26900566,26725925,26536026,26504353,26203921,25773639,25773627,25613599,25478236,25060169,24937544,24714661,24586366,24581119,24475030,24069414,23585888,23166768,23155479,22989579,22586478,22499797,22110623,22110619,21559468,21392373,20957158,20829245,20567521,19725935,19712445,19240137,18509462,18301756,17375193,17327919']"
3084768,21559468,4,2011,The Music of Your Emotions: Neural Substrates Involved in Detection of Emotional Correspondence between Auditory and Visual Music Actions,PLoS ONE,"[3084768, 6871371, 6871277, 6762435, 6724802, 3002933, 2000431, 1738902, 58814]",0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+%28fMRI[Title/Abstract]+OR+%22functional+magnetic+resonance+imaging%22[Title/Abstract]+OR+%22functional+MRI%22[Title/Abstract]%28+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3084768&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_19482365_130.14.18.48_9001_1591299928_1977614793_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pmc&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pmc_pmc_cites&id=3084768,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31182868,30892654,30452442,30375107,30169831,29491454,29480872,29467495,29385142,29335643,29213104,29089542,29025134,28900231,28720776,28422990,27835631,27284693,27195523,26900566,26725925,26536026,26504353,26203921,25773639,25773627,25613599,25478236,25060169,24937544,24714661,24586366,24581119,24475030,24069414,23585888,23166768,23155479,22989579,22586478,22499797,22110623,22110619,21559468,21392373,20957158,20829245,20567521,19725935,19712445,19240137,18509462,18301756,17375193,17327919']"
3217963,22110619,11,2011,Music and Emotions in the Brain: Familiarity Matters,PLoS ONE,"[3217963, 6871816, 6871455, 6871371, 3153845, 3021714, 2892726, 2846110, 2818406, 2758676, 58814]",0,0,0,3,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+%28fMRI[Title/Abstract]+OR+%22functional+magnetic+resonance+imaging%22[Title/Abstract]+OR+%22functional+MRI%22[Title/Abstract]%28+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3217963&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_19482365_130.14.18.48_9001_1591299928_1977614793_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pmc&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pmc_pmc_cites&id=3217963,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31182868,30892654,30452442,30375107,30169831,29491454,29480872,29467495,29385142,29335643,29213104,29089542,29025134,28900231,28720776,28422990,27835631,27284693,27195523,26900566,26725925,26536026,26504353,26203921,25773639,25773627,25613599,25478236,25060169,24937544,24714661,24586366,24581119,24475030,24069414,23585888,23166768,23155479,22989579,22586478,22499797,22110623,22110619,21559468,21392373,20957158,20829245,20567521,19725935,19712445,19240137,18509462,18301756,17375193,17327919']"
3217964,22110623,11,2011,Synchronized Drumming Enhances Activity in the Caudate and Facilitates Prosocial Commitment - If the Rhythm Comes Easily,PLoS ONE,"[3217964, 6793838, 6772605, 6763187, 6673291, 3153829, 3055420, 2841687, 2817271]",9,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+%28fMRI[Title/Abstract]+OR+%22functional+magnetic+resonance+imaging%22[Title/Abstract]+OR+%22functional+MRI%22[Title/Abstract]%28+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3217964&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_19482365_130.14.18.48_9001_1591299928_1977614793_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pmc&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pmc_pmc_cites&id=3217964,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31182868,30892654,30452442,30375107,30169831,29491454,29480872,29467495,29385142,29335643,29213104,29089542,29025134,28900231,28720776,28422990,27835631,27284693,27195523,26900566,26725925,26536026,26504353,26203921,25773639,25773627,25613599,25478236,25060169,24937544,24714661,24586366,24581119,24475030,24069414,23585888,23166768,23155479,22989579,22586478,22499797,22110623,22110619,21559468,21392373,20957158,20829245,20567521,19725935,19712445,19240137,18509462,18301756,17375193,17327919']"
3593578,22499797,4,2013,Finding and Feeling the Musical Beat: Striatal Dissociations between Detection and Prediction of Regularity,"Cerebral Cortex (New York, NY)","[3593578, 6873323, 6871746, 6675318, 3078751, 3074096, 3030556, 2946564, 2895141, 2892726, 2818558, 2702750, 2666703, 33636]",3,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+%28fMRI[Title/Abstract]+OR+%22functional+magnetic+resonance+imaging%22[Title/Abstract]+OR+%22functional+MRI%22[Title/Abstract]%28+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3593578&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_19482365_130.14.18.48_9001_1591299928_1977614793_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pmc&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pmc_pmc_cites&id=3593578,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31182868,30892654,30452442,30375107,30169831,29491454,29480872,29467495,29385142,29335643,29213104,29089542,29025134,28900231,28720776,28422990,27835631,27284693,27195523,26900566,26725925,26536026,26504353,26203921,25773639,25773627,25613599,25478236,25060169,24937544,24714661,24586366,24581119,24475030,24069414,23585888,23166768,23155479,22989579,22586478,22499797,22110623,22110619,21559468,21392373,20957158,20829245,20567521,19725935,19712445,19240137,18509462,18301756,17375193,17327919']"
3346725,22586478,5,2012,Musical Training Induces Functional Plasticity in Perceptual and Motor Networks: Insights from Resting-State fMRI,PLoS ONE,"[3346725, 6871341, 6870715, 6870704, 6870680, 6870112, 6869872, 6740845, 6674299, 6672842, 6670606, 3842475, 3319766, 3155571, 3131466, 2997120, 2948283, 2941973, 2821183, 2799523, 2750906, 2737438, 2722790, 2705656, 2694109, 2527952, 2268790, 1941820, 1940033, 1854928, 1854918, 1564249]",6,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+%28fMRI[Title/Abstract]+OR+%22functional+magnetic+resonance+imaging%22[Title/Abstract]+OR+%22functional+MRI%22[Title/Abstract]%28+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3346725&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_19482365_130.14.18.48_9001_1591299928_1977614793_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pmc&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pmc_pmc_cites&id=3346725,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31182868,30892654,30452442,30375107,30169831,29491454,29480872,29467495,29385142,29335643,29213104,29089542,29025134,28900231,28720776,28422990,27835631,27284693,27195523,26900566,26725925,26536026,26504353,26203921,25773639,25773627,25613599,25478236,25060169,24937544,24714661,24586366,24581119,24475030,24069414,23585888,23166768,23155479,22989579,22586478,22499797,22110623,22110619,21559468,21392373,20957158,20829245,20567521,19725935,19712445,19240137,18509462,18301756,17375193,17327919']"
3827712,22989579,12,2013,Coding of Melodic Gestalt in Human Auditory Cortex,"Cerebral Cortex (New York, NY)","[3827712, 6873338, 6672364, 6577137, 3150893, 2846110, 2789292, 2638814, 2198945]",4,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+%28fMRI[Title/Abstract]+OR+%22functional+magnetic+resonance+imaging%22[Title/Abstract]+OR+%22functional+MRI%22[Title/Abstract]%28+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3827712&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_19482365_130.14.18.48_9001_1591299928_1977614793_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pmc&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pmc_pmc_cites&id=3827712,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31182868,30892654,30452442,30375107,30169831,29491454,29480872,29467495,29385142,29335643,29213104,29089542,29025134,28900231,28720776,28422990,27835631,27284693,27195523,26900566,26725925,26536026,26504353,26203921,25773639,25773627,25613599,25478236,25060169,24937544,24714661,24586366,24581119,24475030,24069414,23585888,23166768,23155479,22989579,22586478,22499797,22110623,22110619,21559468,21392373,20957158,20829245,20567521,19725935,19712445,19240137,18509462,18301756,17375193,17327919']"
3498928,23155479,11,2012,Neural Correlates of Lyrical Improvisation: An fMRI Study of Freestyle Rap,Scientific Reports,"[3498928, 6871953, 6871474, 6673207, 3052770, 2982746, 2834888, 2806969, 2635947, 2244806, 60894, 25116]",5,2,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+%28fMRI[Title/Abstract]+OR+%22functional+magnetic+resonance+imaging%22[Title/Abstract]+OR+%22functional+MRI%22[Title/Abstract]%28+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3498928&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_19482365_130.14.18.48_9001_1591299928_1977614793_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pmc&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pmc_pmc_cites&id=3498928,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31182868,30892654,30452442,30375107,30169831,29491454,29480872,29467495,29385142,29335643,29213104,29089542,29025134,28900231,28720776,28422990,27835631,27284693,27195523,26900566,26725925,26536026,26504353,26203921,25773639,25773627,25613599,25478236,25060169,24937544,24714661,24586366,24581119,24475030,24069414,23585888,23166768,23155479,22989579,22586478,22499797,22110623,22110619,21559468,21392373,20957158,20829245,20567521,19725935,19712445,19240137,18509462,18301756,17375193,17327919']"
3498178,23166768,11,2012,Scale-Free Brain-Wave Music from Simultaneously EEG and fMRI Recordings,PLoS ONE,"[3498178, 2878725, 2837898, 2691588]",0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+%28fMRI[Title/Abstract]+OR+%22functional+magnetic+resonance+imaging%22[Title/Abstract]+OR+%22functional+MRI%22[Title/Abstract]%28+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3498178&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_19482365_130.14.18.48_9001_1591299928_1977614793_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pmc&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pmc_pmc_cites&id=3498178,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31182868,30892654,30452442,30375107,30169831,29491454,29480872,29467495,29385142,29335643,29213104,29089542,29025134,28900231,28720776,28422990,27835631,27284693,27195523,26900566,26725925,26536026,26504353,26203921,25773639,25773627,25613599,25478236,25060169,24937544,24714661,24586366,24581119,24475030,24069414,23585888,23166768,23155479,22989579,22586478,22499797,22110623,22110619,21559468,21392373,20957158,20829245,20567521,19725935,19712445,19240137,18509462,18301756,17375193,17327919']"
3621767,23585888,4,2013,A Beamformer Analysis of MEG Data Reveals Frontal Generators of the Musically Elicited Mismatch Negativity,PLoS ONE,"[3621767, 6871862, 6871673, 6871065, 6730056, 6672064, 6671216, 4060617, 3491764, 3251069, 3126826, 3066091, 2845804, 2683848, 2671031, 1569488, 270043, 58814]",3,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+%28fMRI[Title/Abstract]+OR+%22functional+magnetic+resonance+imaging%22[Title/Abstract]+OR+%22functional+MRI%22[Title/Abstract]%28+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3621767&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_19482365_130.14.18.48_9001_1591299928_1977614793_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pmc&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pmc_pmc_cites&id=3621767,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31182868,30892654,30452442,30375107,30169831,29491454,29480872,29467495,29385142,29335643,29213104,29089542,29025134,28900231,28720776,28422990,27835631,27284693,27195523,26900566,26725925,26536026,26504353,26203921,25773639,25773627,25613599,25478236,25060169,24937544,24714661,24586366,24581119,24475030,24069414,23585888,23166768,23155479,22989579,22586478,22499797,22110623,22110619,21559468,21392373,20957158,20829245,20567521,19725935,19712445,19240137,18509462,18301756,17375193,17327919']"
3771916,24069414,9,2013,Neural Correlates of Musical Creativity: Differences between High and Low Creative Subjects,PLoS ONE,"[3771916, 6873340, 6870592, 4801482, 3258028, 2571074, 2386151, 2292823, 2244806, 1800344, 1569489, 387268, 223999]",1,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+%28fMRI[Title/Abstract]+OR+%22functional+magnetic+resonance+imaging%22[Title/Abstract]+OR+%22functional+MRI%22[Title/Abstract]%28+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3771916&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_19482365_130.14.18.48_9001_1591299928_1977614793_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pmc&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pmc_pmc_cites&id=3771916,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31182868,30892654,30452442,30375107,30169831,29491454,29480872,29467495,29385142,29335643,29213104,29089542,29025134,28900231,28720776,28422990,27835631,27284693,27195523,26900566,26725925,26536026,26504353,26203921,25773639,25773627,25613599,25478236,25060169,24937544,24714661,24586366,24581119,24475030,24069414,23585888,23166768,23155479,22989579,22586478,22499797,22110623,22110619,21559468,21392373,20957158,20829245,20567521,19725935,19712445,19240137,18509462,18301756,17375193,17327919']"
3901649,24475030,1,2014,Segregation and Integration of Auditory Streams when Listening to Multi-Part Music,PLoS ONE,"[3901649, 6871816, 6665054, 6622631, 3613278, 3445334, 3115514, 2685826, 2600430, 2583122, 2483421, 2429974, 1976242, 1571496]",0,0,0,3,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+%28fMRI[Title/Abstract]+OR+%22functional+magnetic+resonance+imaging%22[Title/Abstract]+OR+%22functional+MRI%22[Title/Abstract]%28+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3901649&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_19482365_130.14.18.48_9001_1591299928_1977614793_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pmc&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pmc_pmc_cites&id=3901649,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31182868,30892654,30452442,30375107,30169831,29491454,29480872,29467495,29385142,29335643,29213104,29089542,29025134,28900231,28720776,28422990,27835631,27284693,27195523,26900566,26725925,26536026,26504353,26203921,25773639,25773627,25613599,25478236,25060169,24937544,24714661,24586366,24581119,24475030,24069414,23585888,23166768,23155479,22989579,22586478,22499797,22110623,22110619,21559468,21392373,20957158,20829245,20567521,19725935,19712445,19240137,18509462,18301756,17375193,17327919']"
3941612,24581119,2,2014,Revealing spatio-spectral electroencephalographic dynamics of musical mode and tempo perception by independent component analysis,Journal of NeuroEngineering and Rehabilitation,"[3941612, 6872070, 6871967, 6871455, 5561834, 4349687, 4136456, 3650712, 3362620, 3280242, 2932458, 2807221, 2806183]",0,0,0,0,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?&db=pubmed&retmax=100000&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&usehistory=y&term=%22functional+neuroimaging%22[mesh]+AND+%28fMRI[Title/Abstract]+OR+%22functional+magnetic+resonance+imaging%22[Title/Abstract]+OR+%22functional+MRI%22[Title/Abstract]%28+AND+music[mesh]+AND+pubmed+pmc+open+access[filter],https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=3941612&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&WebEnv=NCID_1_19482365_130.14.18.48_9001_1591299928_1977614793_0MetA0_S_MegaStore&query_key=1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?&dbfrom=pmc&api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&email=kendra.oudyk@mail.mcgill.ca&tool=methnet&linkname=pmc_pmc_cites&id=3941612,"['https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/?api_key=c2ebc1367e0e6b4ce473b54a14e381487f08&tool=methnet&email=kendra.oudyk@mail.mcgill.ca&ids=31993668,31658945,31182868,30892654,30452442,30375107,30169831,29491454,29480872,29467495,29385142,29335643,29213104,29089542,29025134,28900231,28720776,28422990,27835631,27284693,27195523,26900566,26725925,26536026,26504353,26203921,25773639,25773627,25613599,25478236,25060169,24937544,24714661,24586366,24581119,24475030,24069414,23585888,23166768,23155479,22989579,22586478,22499797,22110623,22110619,21559468,21392373,20957158,20829245,20567521,19725935,19712445,19240137,18509462,18301756,17375193,17327919']"
